isoform,s,strae,r2
CYP1A2,2.26,1.5513900107336318,-0.5995028437625709
CYP1A2,2.27,1.5587254837655538,-0.6111160945672425
CYP1A2,2.28,1.5660798597369523,-0.6228082940928958
CYP1A2,2.29,1.5734541143002283,-0.6345794423395323
CYP1A2,2.3,1.5808477082383803,-0.6464295393071511
CYP1A2,2.31,1.588258911934322,-0.6583585849957525
CYP1A2,2.32,1.595686998785836,-0.6703665794053362
CYP1A2,2.33,1.603129413694228,-0.682453522535903
CYP1A2,2.34,1.610587185790337,-0.6946194143874516
CYP1A2,2.35,1.6180565783189411,-0.7068642549599835
CYP1A2,2.36,1.6255360576255222,-0.7191880442534972
CYP1A2,2.37,1.6330266025322633,-0.7315907822679943
CYP1A2,2.38,1.6405385542118782,-0.744072469003473
CYP1A2,2.39,1.6480706356920194,-0.7566331044599348
CYP1A2,2.4,1.6556197429359056,-0.7692726886373789
CYP1A2,2.41,1.663200098776259,-0.781991221535806
CYP1A2,2.42,1.6707989256282796,-0.794788703155215
CYP1A2,2.43,1.6784036469601844,-0.8076651334956073
CYP1A2,2.44,1.6860184085255507,-0.8206205125569814
CYP1A2,2.45,1.6936522006959582,-0.8336548403393385
CYP1A2,2.46,1.7013057254768646,-0.8467681168426777
CYP1A2,2.47,1.7089780813006108,-0.8599603420670001
CYP1A2,2.48,1.7166699474208025,-0.8732315160123043
CYP1A2,2.49,1.7243838708993924,-0.8865816386785916
CYP1A2,2.5,1.7321110066192542,-0.900010710065861
CYP1A2,2.51,1.739857085789835,-0.9135187301741128
CYP1A2,2.52,1.7476242356498484,-0.9271056990033479
CYP1A2,2.53,1.7554130614579395,-0.9407716165535649
CYP1A2,2.54,1.7632216799476514,-0.9545164828247652
CYP1A2,2.55,1.771047519487142,-0.9683402978169471
CYP1A2,2.56,1.77888871529426,-0.9822430615301121
CYP1A2,2.57,1.786750783544123,-0.9962247739642598
CYP1A2,2.58,1.7946259634003396,-1.01028543511939
CYP1A2,2.59,1.8025134402557355,-1.024425044995502
CYP1A2,2.6,1.8104203442307099,-1.0386436035925972
CYP1A2,2.61,1.8183412579492793,-1.0529411109106745
CYP1A2,2.62,1.8262848014272102,-1.0673175669497352
CYP1A2,2.63,1.834244604039551,-1.0817729717097775
CYP1A2,2.64,1.8422297256831122,-1.096307325190803
CYP1A2,2.65,1.8502399474924334,-1.1109206273928103
CYP1A2,2.66,1.8582711351777748,-1.1256128783158013
